age,income,loan_amount,credit_score,employment_years,existing_debt,num_credit_lines,default
24,57003.86,21534.05,676.0,1.1,9830.15,13,0
43,100361.23,23450.05,835.0,1.6,1473.73,8,0
62,71043.29,1000.0,708.0,9.4,3166.8,9,0
40,65467.35,13307.02,623.0,5.6,0.0,1,0
35,68388.49,15465.53,616.0,2.4,8396.42,1,0
49,64376.91,1000.0,597.0,19.2,11314.96,6,0
28,63836.02,16822.01,735.0,1.4,6875.03,1,0
61,49674.13,10775.58,631.0,4.7,1066.03,12,0
39,65709.46,5354.18,686.0,9.4,5029.59,5,0
59,73969.33,9796.09,631.0,8.1,5787.01,14,0
48,76206.56,8413.49,819.0,0.5,13204.29,12,0
47,73782.34,10433.14,607.0,6.0,16590.93,1,0
24,85161.27,16480.99,594.0,1.5,0.0,13,0
35,77457.84,22849.97,611.0,2.2,7527.07,8,0
55,67570.36,14377.31,684.0,3.4,4375.37,12,0
57,32126.78,23822.06,765.0,7.8,6435.9,5,0
21,32134.63,6632.34,684.0,0.9,13052.48,6,0
23,50037.31,16223.11,707.0,0.6,5002.95,4,0
44,55935.07,31852.89,695.0,0.8,12106.56,13,0
47,82960.03,2275.48,517.0,1.2,19948.2,8,0
60,15000.0,1969.94,649.0,0.3,5298.57,12,0
56,34335.87,25239.77,625.0,13.0,6697.9,9,0
54,51115.58,16764.2,639.0,1.9,6563.44,9,0
49,35062.85,10188.0,584.0,1.0,22321.95,1,0
44,39037.85,5962.61,719.0,5.1,4999.33,14,0
44,45016.76,14712.09,654.0,7.7,16819.81,7,0
62,36083.48,16068.63,653.0,7.0,7784.57,4,0
24,39551.51,16108.22,638.0,6.3,9021.62,13,0
23,82264.65,5884.42,600.0,0.3,12969.93,13,0
54,67286.37,12304.41,507.0,7.6,5763.74,10,0
43,70278.87,10455.34,672.0,3.5,13895.13,11,0
43,54317.54,20171.55,659.0,5.2,6339.15,8,0
25,75222.1,6356.4,693.0,15.7,1588.79,7,0
51,71955.97,15608.22,656.0,8.3,14100.16,1,0
61,66970.76,36073.81,564.0,8.7,11661.91,1,0
26,41916.72,5810.16,586.0,1.0,4483.33,1,0
57,46159.26,9021.9,757.0,3.2,14916.54,2,0
30,76162.6,14249.1,676.0,14.9,2093.75,10,0
60,44665.33,1000.0,714.0,4.4,10537.32,2,0
27,29229.52,3585.38,724.0,0.5,0.0,9,0
59,44279.64,17485.54,571.0,6.6,5664.33,5,0
58,86188.11,13594.64,623.0,0.2,2946.72,1,0
41,44299.27,23437.66,704.0,6.8,444.38,7,0
40,61553.1,13095.0,585.0,10.6,8147.07,10,0
23,42686.24,12390.85,617.0,2.8,9992.33,2,0
42,70268.51,9377.03,608.0,2.7,11688.76,3,0
24,65735.98,12257.24,591.0,1.8,8010.08,4,0
48,25176.31,5307.3,640.0,10.5,10585.17,3,0
32,60360.64,13820.27,611.0,4.0,1261.32,3,0
58,21348.26,7229.95,618.0,4.3,2718.43,9,0
56,43918.64,5313.88,671.0,5.4,7893.1,12,0
61,54771.32,9884.34,730.0,1.8,2743.36,4,0
25,91937.32,18609.22,711.0,2.8,8033.27,8,0
33,61358.25,16138.04,664.0,6.8,4099.95,1,0
43,39658.28,20340.85,781.0,21.2,7048.84,13,0
50,48655.8,7614.11,703.0,0.2,0.0,6,0
57,73483.94,14894.43,714.0,0.2,0.0,1,0
45,39929.66,28614.34,637.0,2.8,3697.83,5,0
47,76939.57,26180.12,619.0,5.4,39.42,7,0
34,44538.97,4802.9,680.0,2.4,0.0,13,0
56,36693.62,6932.77,722.0,39.6,10895.43,12,0
59,45179.94,28579.76,664.0,1.1,13827.98,1,0
36,22674.31,18612.4,599.0,0.0,13251.17,9,1
42,15000.0,13474.16,547.0,1.1,7133.84,12,0
41,53349.29,12580.71,523.0,10.9,7011.77,11,0
41,53654.04,16819.68,653.0,0.8,8595.67,9,1
28,60129.24,16919.95,715.0,3.3,4072.23,6,0
36,53250.52,10734.71,466.0,2.7,0.0,14,0
51,101585.06,13694.4,601.0,5.5,15124.85,2,0
62,58368.19,10454.23,588.0,0.3,8086.09,2,0
30,27470.74,16349.92,680.0,5.4,7717.32,9,0
52,32601.7,9099.46,597.0,2.2,6099.85,13,0
54,55006.09,4858.03,552.0,13.0,11561.82,14,0
29,46291.47,26803.01,601.0,9.4,7291.56,14,0
37,30430.4,14443.4,589.0,2.6,5063.69,4,0
31,53823.04,28576.44,651.0,24.7,5986.21,6,0
52,54115.52,1000.0,633.0,0.3,8389.41,13,0
30,86913.87,3404.22,685.0,7.8,1083.93,10,0
42,36678.21,18734.36,649.0,2.8,16485.37,2,1
37,46645.44,14450.14,731.0,2.8,4357.46,4,0
24,86852.33,5738.48,614.0,0.9,3228.94,2,0
45,61571.72,24091.96,700.0,3.6,5732.47,3,0
41,36560.91,8040.85,675.0,0.4,13454.95,2,0
57,40705.36,24588.41,626.0,4.8,6388.96,14,0
58,30716.82,14436.52,705.0,1.4,14985.25,8,0
21,56545.45,6440.56,586.0,6.5,6021.98,5,0
45,75623.2,9650.09,749.0,4.7,0.0,5,0
56,87618.03,25977.22,588.0,6.9,2990.26,8,0
37,25274.37,12618.02,543.0,6.9,3883.36,11,0
61,72382.34,22778.73,537.0,1.1,11891.49,8,0
44,58286.26,26203.52,657.0,0.0,5250.18,13,0
22,49761.39,14356.61,605.0,2.3,916.86,7,0
60,46653.24,13214.46,664.0,12.6,0.0,5,0
35,16581.36,11760.25,562.0,4.3,0.0,7,0
52,67759.97,17816.78,689.0,6.5,23921.76,13,0
59,28622.86,27047.44,665.0,10.6,3503.81,1,0
26,40036.08,5183.71,613.0,11.8,10656.4,3,0
21,63359.69,16753.22,700.0,3.8,759.61,3,0
43,18667.29,16407.04,696.0,3.9,15365.84,2,1
59,28584.12,1000.0,657.0,9.5,2855.31,6,0
37,79373.25,7900.27,721.0,8.2,19224.42,3,0
54,57441.18,9539.67,739.0,6.0,19831.64,4,0
61,41755.97,21112.24,587.0,4.6,1307.48,3,0
49,57519.92,22511.61,741.0,4.8,15434.24,7,0
29,68389.53,1000.0,578.0,2.3,19264.41,4,0
33,77495.36,20113.62,712.0,9.2,0.0,5,0
26,32751.3,19079.42,726.0,4.8,0.0,14,0
26,34503.24,19627.09,636.0,1.3,0.0,7,0
40,67166.87,16221.97,646.0,1.4,2361.77,4,0
23,67808.25,22603.52,626.0,9.9,1966.7,14,0
37,28120.62,24372.17,584.0,4.9,5996.05,6,0
32,35253.79,1929.07,599.0,2.5,339.94,9,0
21,51125.05,14610.21,690.0,1.0,12150.4,6,0
37,55471.52,12964.09,718.0,4.7,8182.84,5,0
23,56038.6,10418.02,649.0,1.0,10546.33,12,0
46,27813.52,11363.94,569.0,3.2,14177.53,14,0
35,55836.56,16494.27,558.0,5.7,9578.52,13,0
56,40652.59,4627.13,642.0,4.2,6656.75,1,0
52,31673.65,20364.98,608.0,12.8,3071.95,8,0
52,54780.08,12047.02,745.0,0.2,13385.09,5,0
24,52740.13,21997.17,594.0,1.6,9622.71,5,0
38,71033.86,10040.55,698.0,0.3,9312.66,3,0
39,37780.63,9607.09,600.0,1.1,4368.56,10,0
63,59703.41,7436.29,627.0,0.7,9801.34,12,0
55,23626.5,10085.16,664.0,6.6,3310.25,2,0
60,49502.89,8588.56,692.0,2.3,9860.05,1,0
34,64273.56,18477.98,684.0,13.0,6411.26,9,0
53,65960.42,23376.86,605.0,0.1,12293.32,5,1
34,66096.68,18102.94,658.0,5.3,29.09,10,0
54,71087.52,14380.62,620.0,17.6,8285.43,12,0
24,46084.2,18895.1,535.0,1.0,12216.87,4,0
44,64914.51,14708.64,668.0,2.9,8447.42,7,0
49,92374.9,15228.59,751.0,6.1,0.0,13,0
39,45657.35,12546.89,774.0,5.0,3532.78,4,0
26,82603.96,21692.73,675.0,4.2,15603.39,11,0
53,72529.46,1000.0,670.0,2.0,7575.36,2,0
60,49673.53,1000.0,440.0,6.5,3084.27,9,0
39,51342.49,23217.8,850.0,5.3,15525.42,8,0
21,57368.05,13427.78,764.0,0.9,17298.01,12,0
25,71403.3,22337.87,711.0,16.6,927.46,4,0
47,63052.69,10135.37,656.0,4.1,4982.14,8,0
36,45500.05,28393.95,472.0,3.7,5933.78,12,0
26,15000.0,13907.85,665.0,9.4,11199.25,13,1
60,68443.48,18595.13,653.0,5.1,6917.79,9,0
33,16350.05,11422.83,537.0,0.4,8734.58,2,0
55,27680.41,7822.95,686.0,3.5,7123.78,4,0
39,46950.46,1072.57,749.0,7.6,21199.35,11,0
32,30718.43,21285.63,677.0,6.0,11441.09,6,0
36,61350.57,18163.34,677.0,17.7,6238.35,7,0
63,49076.24,15749.54,682.0,0.1,6332.89,5,1
30,70704.62,5891.07,624.0,1.5,10838.85,10,0
45,22845.65,26323.73,711.0,4.0,2269.09,12,0
40,41762.05,15846.98,772.0,4.8,9620.79,10,0
51,55083.99,20623.11,653.0,1.6,8955.66,13,0
24,55854.56,14976.1,590.0,8.8,2812.29,7,0
64,68880.73,6284.63,539.0,0.9,0.0,14,0
43,36708.23,22939.49,690.0,0.0,0.0,11,1
22,45639.79,18606.15,699.0,15.2,6622.9,4,0
42,65146.99,13548.72,679.0,2.5,13442.11,8,0
57,15000.0,18469.36,631.0,15.8,5304.72,3,1
28,62698.71,21540.35,672.0,1.6,13196.01,13,0
27,70278.97,20281.65,607.0,0.3,5799.97,3,0
34,28326.79,1309.39,593.0,7.4,1693.33,5,0
23,48699.54,3078.39,570.0,9.0,329.9,6,0
36,84853.2,20862.79,571.0,3.4,2440.55,3,0
39,68196.57,9431.04,692.0,0.4,8844.42,10,0
38,63939.45,6611.1,628.0,5.3,7726.38,2,0
36,74819.19,17976.83,595.0,1.0,6510.98,5,0
28,91090.9,6368.45,541.0,9.5,6760.65,10,0
53,55370.68,11166.87,704.0,1.6,14630.25,6,0
32,46856.22,21818.16,736.0,9.4,19277.45,3,0
31,74770.77,2886.87,568.0,2.8,3573.06,7,0
25,51250.94,4053.89,640.0,4.5,6871.34,3,0
47,36439.63,2112.03,575.0,7.8,671.83,12,0
32,44198.67,8110.68,639.0,0.2,7912.74,13,0
37,61246.59,15661.72,699.0,8.6,6110.55,2,0
26,46008.08,10049.7,779.0,0.7,9288.0,14,0
53,47500.5,27026.79,614.0,2.2,13269.82,13,1
25,34453.68,18642.48,706.0,3.2,741.92,10,0
48,83707.33,14849.46,708.0,11.3,6724.68,4,0
34,48147.47,25139.27,638.0,0.1,6338.1,3,0
25,40769.78,4353.54,743.0,4.1,8952.7,7,0
53,42897.54,21932.57,624.0,5.1,16402.59,8,0
61,71050.52,13109.93,685.0,1.9,4097.06,3,0
39,66463.97,11357.42,604.0,1.7,11655.13,6,0
42,44962.91,19888.57,693.0,3.4,18033.19,1,1
25,55646.26,11699.93,684.0,1.0,2924.31,5,0
22,60534.09,16455.23,745.0,3.2,8883.48,2,0
50,40918.39,14200.71,797.0,7.2,8831.22,1,0
59,24187.54,17451.61,723.0,9.3,222.69,13,0
24,65300.75,10943.36,704.0,2.4,11474.99,7,0
53,42025.32,22414.1,619.0,4.8,14736.27,10,0
33,63806.97,1000.0,469.0,0.0,3991.97,4,0
40,61420.53,20127.14,754.0,4.0,6262.16,5,0
27,56115.85,1000.0,798.0,18.5,0.0,2,0
35,46477.46,8972.41,675.0,1.9,14311.95,8,0
43,42321.44,19178.87,570.0,4.5,13192.17,11,0
34,32231.65,1000.0,760.0,7.2,2265.3,13,0
43,42705.04,16331.85,738.0,4.7,2945.71,10,0
39,66376.3,4029.23,487.0,2.7,5613.48,14,1
49,82956.51,7247.44,661.0,0.8,15752.0,3,0
40,80021.99,6879.41,669.0,3.1,7567.02,7,0
49,57908.46,4253.34,522.0,1.7,8910.64,11,0
44,82945.88,1163.12,564.0,6.0,8911.47,1,0
38,48863.65,31569.5,737.0,2.9,16236.11,10,0
30,29179.07,13540.23,656.0,9.5,5761.3,1,0
61,93417.49,5100.62,574.0,1.1,7185.96,14,0
28,65656.17,10503.01,596.0,2.7,15046.2,7,0
46,24307.38,15293.29,554.0,4.1,14981.38,1,1
49,86180.97,11970.44,656.0,0.7,1734.3,12,0
30,40131.55,4865.27,710.0,4.4,0.0,9,0
37,44482.35,7806.15,744.0,1.7,7956.79,9,0
22,75427.66,24485.73,597.0,1.3,11880.25,8,0
26,82234.14,3778.3,622.0,0.8,9890.46,8,0
25,34985.22,1000.0,690.0,2.2,4327.58,4,0
48,84419.82,11896.36,726.0,13.2,19183.59,4,0
61,72484.74,1000.0,680.0,0.2,1588.37,5,0
25,39005.02,7721.81,751.0,9.6,0.0,9,0
38,50081.87,4984.5,795.0,2.5,14926.92,3,0
46,85322.72,5054.49,520.0,4.1,5478.2,4,0
40,23788.77,15556.24,772.0,3.6,18191.41,10,0
61,82614.29,17056.46,754.0,13.0,6502.66,5,0
47,71928.14,8552.79,556.0,7.4,5671.35,7,0
32,65182.82,14244.94,687.0,20.9,10979.8,5,0
27,57633.91,8154.23,701.0,7.9,13130.0,9,0
23,94402.76,18206.71,563.0,1.8,20963.32,6,1
30,97358.47,3178.69,645.0,16.5,13172.04,3,0
54,42695.4,16321.93,663.0,20.5,14426.47,6,0
45,67244.1,16928.64,564.0,0.7,4526.32,6,0
55,92487.53,33687.83,623.0,11.6,13753.31,12,0
36,39299.11,1000.0,762.0,5.5,11753.59,10,0
22,59862.79,36246.08,785.0,12.8,4511.52,1,0
44,75077.51,21053.48,562.0,12.4,0.0,7,0
30,15000.0,29618.52,437.0,11.1,2582.43,3,1
58,71571.1,22242.12,749.0,10.8,4900.47,1,0
42,33231.36,7451.68,796.0,0.6,6833.64,1,0
46,58846.63,20262.72,720.0,0.8,12475.32,5,0
63,77886.9,9674.78,627.0,0.6,13681.41,14,0
59,15000.0,14294.84,563.0,0.5,18492.9,10,1
47,70717.18,5602.52,699.0,2.2,10558.7,10,1
49,95766.58,9570.42,734.0,5.8,0.0,2,0
58,44333.98,22175.81,597.0,2.2,2594.65,2,1
40,66533.8,18503.65,672.0,6.4,6624.97,12,0
47,81705.73,23193.84,615.0,8.6,14424.28,4,0
61,23141.1,3817.5,710.0,5.5,11729.96,10,0
40,70147.4,1000.0,485.0,3.1,3445.64,11,0
64,75475.32,23813.73,682.0,1.8,1318.19,12,0
39,67772.4,23221.38,621.0,0.7,4194.07,12,0
40,56732.45,16692.3,797.0,3.4,577.31,7,0
55,34991.74,18353.81,675.0,6.4,7282.17,8,0
22,82828.47,21920.31,707.0,4.0,10669.59,11,0
50,55690.07,16452.19,575.0,6.4,9775.44,10,0
54,36922.39,19293.34,632.0,2.0,5149.21,7,0
42,48639.48,21518.58,682.0,0.3,8169.05,9,0
23,62367.71,14251.88,621.0,7.4,161.69,7,0
26,23776.3,12235.24,631.0,1.2,3885.33,4,0
35,55358.61,18056.42,671.0,4.8,9866.28,9,0
47,46662.46,33116.91,513.0,8.2,21498.69,9,1
30,81720.53,8218.53,608.0,0.7,16082.16,3,0
29,17502.19,11554.08,713.0,4.6,148.7,10,0
53,73775.15,1000.0,619.0,5.8,13066.23,14,0
52,83341.9,18478.43,837.0,6.9,9052.27,8,0
26,18258.23,10760.53,657.0,0.8,9219.94,1,1
61,20656.35,3797.34,502.0,8.7,23313.2,2,1
56,90718.0,14491.28,686.0,0.5,5087.84,8,0
22,36912.56,26957.05,566.0,3.7,11167.48,13,0
49,116896.58,12183.79,677.0,2.9,12610.54,8,0
24,18883.2,12915.89,605.0,1.3,3830.68,6,0
21,58400.95,26645.66,610.0,1.8,0.0,8,0
39,54532.13,14959.93,733.0,0.9,23.91,14,0
46,50836.08,5338.88,523.0,2.8,9529.73,14,0
45,64259.25,20511.99,611.0,0.2,13377.63,8,0
30,65412.93,23996.75,602.0,11.0,11246.68,2,0
35,51646.82,13397.0,757.0,0.9,11174.06,3,0
42,34716.52,16043.94,622.0,10.9,10006.04,7,0
41,75955.21,4510.5,575.0,10.0,3040.79,3,0
42,67561.05,8035.3,668.0,3.0,7833.67,13,0
56,57291.67,12335.68,578.0,3.4,11768.44,11,0
54,66927.35,15615.44,590.0,1.8,10827.11,2,0
50,70378.83,10042.02,705.0,28.8,17836.3,6,0
45,39765.36,12033.77,421.0,5.6,4506.88,2,0
48,66213.61,14009.46,573.0,15.2,4617.5,14,0
21,43939.29,7015.8,596.0,2.7,3784.89,2,0
24,71040.67,12849.59,774.0,10.7,0.0,11,0
27,51152.01,24247.52,686.0,3.0,11684.62,2,0
29,67234.39,10231.82,647.0,10.1,8025.37,4,0
56,46324.09,7792.55,642.0,0.7,6538.06,14,0
39,68274.05,31681.0,660.0,5.1,3108.49,7,0
21,35424.62,16804.82,670.0,5.7,11309.68,6,0
30,55723.38,8817.29,660.0,5.3,8103.96,5,0
56,74612.65,20148.0,806.0,3.0,17268.52,4,0
29,64344.09,17048.86,615.0,5.8,8145.28,2,0
62,58840.57,10438.51,664.0,1.4,10514.12,11,0
52,91071.23,14608.39,653.0,4.5,17432.23,8,0
52,75472.74,12668.49,725.0,4.0,6018.18,13,0
26,72110.8,22920.67,595.0,1.9,5397.67,12,0
58,68160.56,20450.74,621.0,7.5,16559.47,2,0
37,70653.94,1000.0,529.0,0.4,0.0,11,0
30,88142.04,30223.27,729.0,0.9,6442.29,8,0
47,46646.63,12693.47,528.0,3.2,6294.8,10,1
55,75188.08,28778.91,693.0,11.1,2934.13,14,0
41,62129.76,20728.41,784.0,4.3,11170.3,4,0
45,47337.65,16985.84,804.0,9.2,4579.36,12,0
48,53005.5,14246.7,626.0,3.6,8632.11,5,0
35,59383.09,37070.22,622.0,7.7,2403.97,11,1
24,37801.2,12826.8,644.0,2.0,9712.83,1,0
49,72280.26,9629.35,722.0,8.4,20478.07,2,0
29,52942.97,10349.53,639.0,2.6,7685.69,11,0
47,56698.58,15008.47,628.0,4.1,7940.23,8,0
46,82144.05,14994.51,736.0,1.0,876.83,1,0
39,57594.96,23032.19,653.0,12.7,13054.85,3,0
48,86053.37,21065.99,638.0,6.0,7482.19,2,0
37,44503.71,21075.93,580.0,9.8,10357.26,10,0
63,33058.6,13174.1,732.0,1.2,13695.02,5,0
61,49200.14,20412.18,670.0,0.4,6913.72,12,0
62,15000.0,21250.37,649.0,2.1,14125.67,4,1
40,73115.24,14365.39,501.0,3.6,14517.73,4,0
60,34222.03,17233.6,726.0,8.1,10039.14,13,0
59,42646.09,21240.25,559.0,2.5,9196.66,4,1
43,69325.57,16689.32,686.0,1.6,8167.24,11,0
52,57382.42,17452.63,588.0,2.3,11369.88,4,0
53,46189.09,26256.76,564.0,6.1,11099.7,4,1
25,15000.0,16752.11,724.0,2.0,0.0,6,0
63,81016.16,10138.14,658.0,19.4,3969.82,2,0
54,69461.6,4234.56,653.0,1.0,13743.37,13,0
60,96114.43,15905.21,806.0,7.0,9488.9,13,0
31,43072.4,12348.26,805.0,4.4,6696.72,4,0
23,25910.99,21466.51,630.0,1.3,18571.38,14,0
53,74895.11,27621.58,545.0,7.0,12871.95,7,0
31,51238.8,6762.36,763.0,3.0,14478.97,7,0
36,67563.4,7913.22,542.0,5.7,6676.04,1,0
38,87398.31,14806.73,688.0,5.4,10312.87,10,0
50,62763.06,8600.55,629.0,0.6,7511.39,12,0
30,58345.98,13223.79,656.0,9.2,1789.1,9,0
38,59600.06,10710.61,748.0,5.7,9181.67,7,0
58,22255.04,6937.78,587.0,7.6,7654.31,11,0
39,77160.76,21607.08,601.0,3.0,7554.13,6,0
56,78441.72,15602.26,711.0,1.1,13944.29,14,0
33,65611.4,29642.95,793.0,2.0,7335.44,2,0
23,24691.91,17872.05,848.0,11.6,8420.38,6,0
30,52577.02,25308.26,534.0,13.9,8712.6,5,0
58,83770.52,9169.63,616.0,3.3,11016.12,9,0
21,43684.93,9070.34,567.0,1.8,9788.18,12,0
47,78685.06,32766.96,718.0,6.6,12121.9,1,0
28,56101.93,10128.67,655.0,7.3,300.99,5,0
62,69250.08,7406.8,720.0,8.4,8865.34,3,0
37,46757.17,5630.03,618.0,0.2,7327.32,9,0
29,56687.62,30326.0,706.0,0.0,102.23,12,0
26,63734.3,12802.42,636.0,2.2,0.0,1,0
63,33335.32,18227.14,661.0,0.8,4232.63,6,0
45,60478.26,16211.18,604.0,8.2,4089.02,3,0
59,15000.0,9212.72,759.0,3.8,6564.62,1,0
48,42969.96,12629.58,549.0,8.7,8768.97,11,0
53,65877.66,21765.47,641.0,1.0,10964.55,3,0
57,77405.26,5193.14,792.0,4.9,571.47,2,0
29,64455.04,20393.35,752.0,4.3,2579.72,10,0
38,27193.66,26472.3,583.0,2.1,2782.99,12,1
41,75657.16,17339.0,587.0,3.6,7286.23,12,0
22,32217.01,25667.2,691.0,4.4,8168.44,12,0
63,67283.97,4028.69,702.0,11.0,13994.48,8,0
58,32883.33,1000.0,745.0,0.3,2497.64,3,0
60,39535.88,16941.15,537.0,8.7,12651.84,11,1
56,35873.02,10309.24,755.0,19.6,0.0,7,0
63,57779.17,22030.12,578.0,6.6,8115.31,10,0
57,51089.31,12516.45,757.0,6.7,11309.61,6,0
35,65178.19,16177.54,521.0,1.2,11800.38,7,0
48,54627.3,15647.87,561.0,3.7,18148.16,11,0
38,24642.53,15903.07,788.0,6.1,22266.8,7,0
54,60516.25,10658.84,792.0,4.6,10432.4,10,0
42,19756.69,4082.81,658.0,2.4,90.78,1,0
31,37322.92,13246.47,624.0,14.1,30854.99,4,0
33,47721.73,26600.33,649.0,3.6,14852.62,4,0
24,46335.93,10129.37,683.0,17.5,14181.89,5,0
42,22051.75,10085.23,690.0,4.1,5437.21,14,0
27,82423.19,16261.18,626.0,7.9,7268.68,10,0
63,87960.06,5583.18,495.0,6.8,3047.71,5,0
44,100015.5,23027.91,607.0,5.4,12034.84,8,0
24,77953.03,6346.12,526.0,0.1,5218.69,4,0
48,47091.07,12685.62,711.0,0.4,12311.38,13,0
35,46746.41,35311.27,680.0,4.4,3561.15,1,0
21,45642.12,5859.49,641.0,12.1,13702.64,5,0
23,94712.75,26778.97,630.0,4.6,9696.77,1,1
34,52689.17,15969.99,807.0,1.3,15629.36,12,0
58,80384.66,17098.55,742.0,1.9,20668.78,3,0
21,78828.7,8525.11,666.0,4.9,9699.7,8,0
58,58790.96,21390.0,607.0,4.5,16191.04,10,0
58,25967.18,12072.6,753.0,15.6,16219.41,5,0
41,53121.63,5817.72,659.0,3.8,7872.51,7,0
49,57939.33,26645.28,598.0,2.2,9560.82,14,0
25,80558.43,11913.21,603.0,3.7,9627.68,1,0
30,55389.16,1000.0,703.0,7.7,5382.09,6,0
48,30827.89,12850.34,726.0,3.9,5437.81,12,0
41,74758.2,21464.56,701.0,2.0,15348.15,14,0
27,50449.17,20186.89,703.0,2.1,3738.41,8,0
23,15000.0,9872.97,626.0,7.1,7103.83,6,0
40,61499.69,7180.15,606.0,0.3,6039.98,4,0
39,65015.43,4070.58,662.0,1.6,10761.67,11,0
55,38141.24,14817.89,643.0,0.8,21802.44,8,1
24,51159.08,16207.97,570.0,14.5,6863.39,8,0
25,68154.34,20671.69,647.0,0.5,0.0,14,0
21,61635.7,13807.73,705.0,7.1,8637.14,14,0
24,23746.86,13570.66,619.0,5.0,2162.99,6,0
32,80071.0,12772.06,777.0,5.0,9541.91,8,0
47,89126.61,16221.61,550.0,7.2,3428.14,12,0
62,44796.32,13930.68,584.0,2.6,8978.48,6,0
43,16802.57,22512.7,604.0,2.6,838.05,4,1
45,70422.26,17486.76,716.0,1.7,6405.14,11,0
41,41538.15,15864.02,667.0,4.6,2042.65,12,0
44,65708.98,14666.14,579.0,13.3,15519.45,6,0
45,99043.41,7465.4,500.0,12.9,3654.84,9,0
52,24073.85,14994.78,555.0,6.1,11326.6,8,1
52,39067.58,9827.77,510.0,11.8,9074.36,14,0
25,51110.41,17772.41,720.0,16.6,9193.48,7,0
56,80833.57,13329.13,565.0,7.9,10238.0,5,0
62,126112.34,28314.52,704.0,2.6,11617.9,13,0
62,59941.7,4904.39,694.0,3.3,15837.1,7,0
59,22355.55,1000.0,745.0,13.4,13600.03,1,0
36,48089.57,17141.3,593.0,5.5,17156.27,8,1
53,39502.73,9854.03,682.0,8.6,1615.88,5,0
41,69431.71,16288.48,660.0,0.6,0.0,7,0
29,62537.69,5114.9,660.0,1.1,17943.05,7,0
26,34163.73,30271.68,648.0,2.1,11374.93,8,0
55,38330.29,11907.91,717.0,1.0,1615.91,7,0
59,47798.86,9336.44,709.0,11.8,6322.72,6,0
42,50212.83,30123.94,650.0,1.2,11222.14,12,0
61,54156.22,21722.75,613.0,4.1,7717.69,6,0
25,55977.46,26116.09,604.0,0.4,11674.5,5,1
62,79697.01,13622.59,653.0,0.8,952.35,5,0
43,47075.78,15375.28,668.0,1.4,7819.0,4,0
37,44128.66,10226.19,643.0,20.3,8705.72,7,0
32,28224.52,9292.22,547.0,8.0,3759.81,13,0
43,50522.82,18185.91,626.0,5.6,6300.1,12,0
36,60123.92,12052.38,608.0,12.4,5220.14,11,0
23,20518.07,32766.55,651.0,15.6,1343.68,14,1
50,48151.43,21740.2,850.0,3.0,4295.37,3,0
42,78205.88,30066.09,684.0,2.0,9145.82,5,0
29,67966.12,1000.0,751.0,1.9,2152.7,3,0
49,62468.66,30163.37,595.0,0.2,3950.69,8,0
57,67424.25,1000.0,652.0,1.6,0.0,5,0
43,43525.91,4912.71,748.0,2.2,16641.78,11,0
33,40861.6,1000.0,524.0,0.2,13556.13,13,0
52,80438.18,16944.39,631.0,10.7,15228.62,10,0
43,71572.79,14854.42,700.0,9.4,10166.4,6,0
37,40074.54,21359.35,644.0,1.4,9766.64,1,0
60,17425.52,14292.29,605.0,8.1,6733.04,14,1
41,40489.69,24800.8,609.0,8.0,15801.57,11,0
22,65870.68,7538.45,675.0,2.0,8141.58,4,0
57,41834.8,24985.3,524.0,6.0,0.0,9,1
26,61601.36,14754.07,660.0,1.7,0.0,5,0
64,83395.41,33846.88,708.0,0.4,10180.66,1,0
38,53139.46,21975.26,621.0,3.5,2242.45,4,1
50,59679.2,12570.71,525.0,2.9,8584.29,12,0
42,68698.08,14727.42,609.0,0.7,12553.31,6,0
53,33358.31,6927.07,640.0,3.4,3022.72,7,0
50,39539.02,17874.88,564.0,14.9,6202.48,7,0
37,69523.22,12566.43,652.0,6.6,6420.57,8,0
63,55739.35,20793.35,664.0,6.7,2800.37,5,0
52,57435.17,4296.01,746.0,7.1,0.0,6,0
62,55665.72,12362.62,637.0,6.8,1445.58,11,0
34,74565.88,5723.83,659.0,0.1,0.0,11,0
30,63714.25,6221.27,606.0,12.9,6933.7,2,0
56,63976.4,19848.4,612.0,8.9,6852.49,14,0
54,79443.96,23996.05,706.0,1.6,4838.82,12,0
29,87131.48,1000.0,631.0,4.0,0.0,10,0
62,99871.83,29895.0,716.0,4.8,14632.02,12,0
48,43419.73,26232.7,646.0,0.7,4264.37,2,1
31,104388.15,4226.59,558.0,1.5,23399.67,14,0
34,33064.54,21614.75,595.0,0.1,13191.04,3,0
59,93704.95,11318.51,843.0,10.0,0.0,4,0
39,42320.8,14215.2,642.0,0.1,15406.61,6,0
35,53621.2,19816.44,521.0,1.9,3785.3,6,0
48,55371.52,18839.97,559.0,0.4,2438.43,3,0
44,37660.59,10416.03,593.0,7.6,6367.64,1,0
28,56734.37,10382.14,579.0,13.0,14802.79,3,0
63,38693.24,10854.19,562.0,4.1,11140.3,4,0
29,30301.13,24142.62,767.0,0.8,9094.84,9,0
53,54225.53,1000.0,703.0,4.1,3068.69,10,0
53,86797.54,13704.69,634.0,7.4,13658.73,8,0
39,49919.61,27580.38,603.0,6.3,2095.64,13,0
23,73820.42,20629.63,637.0,6.8,14257.33,4,0
30,38086.67,23407.71,792.0,1.6,9998.87,7,1
60,29330.48,13815.53,581.0,0.4,4425.79,13,0
62,64077.2,5691.49,524.0,0.8,20753.1,13,0
